coc_number,coc_name,overall_homeless,sheltered_total_homeless,unsheltered_homeless,overall_chronically_homeless,labor_force,employed,unemployed,population,affordable_units_total,affordable_units_occupied,affordable_units_vacant,poverty,per_capita_income,zhvi_bottom_tier_value,zhvi_all_homes_value,mean_annual_temperature,public_welfare_expenditures_per_capita,total_expenditures_per_capita,zori_rent_value,year
CA-527,Tehama County CoC,124.0,68.0,56.0,61.0,25511,23875,1636,63827,634,608.0,26.0,12718,38580.0,86661.02968925117,190989.14976181425,61.17,2841.2796,11624.995,0.0,2017
CA-529,Lake County CoC,401.0,28.0,373.0,178.0,29302,27598,1704,64132,463,439.0,24.0,12817,39840.0,105866.67357735078,205404.22849954982,61.17,2841.2796,11624.995,0.0,2017
CA-601,San Diego City and County CoC,9160.0,3539.0,5621.0,2176.0,1570791,1507180,63611,3319019,39871,37478.0,2393.0,385479,56802.0,355838.23912180733,542641.0932795326,61.17000000000001,2841.2796000000003,11624.995000000003,2016.0937452417136,2017
CA-602,"Santa Ana, Anaheim/Orange County CoC",4792.0,2208.0,2584.0,893.0,1605787,1549003,56784,3174159,26597,24203.0,2394.0,362109,64601.0,449503.0627836096,660216.7353679427,61.17,2841.2796,11624.995,2197.386899348859,2017
CA-603,Santa Maria/Santa Barbara County CoC,1860.0,967.0,893.0,226.0,214948,205145,9803,444998,7206,6557.0,649.0,60921,58138.0,325863.8173095703,525327.7056370849,61.17,2841.2796,11624.995,2204.682306338907,2017
CA-604,Bakersfield/Kern County CoC,810.0,541.0,269.0,289.0,384073,348493,35580,887316,5756,5353.0,403.0,182948,37080.0,122981.64571955903,199849.12880174207,61.17,2841.2796,11624.995,1120.4655974523255,2017
CA-608,Riverside City & County CoC,2406.0,768.0,1638.0,418.0,1070876,1014232,56644,2413058,12819,12434.0,385.0,309235,38605.0,234239.19210383113,348768.612040178,61.17000000000001,2841.2796,11624.995,1626.4016866600396,2017
CA-609,San Bernardino City & County CoC,1866.0,687.0,1179.0,441.0,942048,895265,46783,2149847,14912,14166.0,746.0,339748,37477.0,181443.00415118362,307368.35249826236,61.17,2841.2796,11624.995,1603.6609038046881,2017
CA-611,"Oxnard, San Buenaventura/Ventura County CoC",1152.0,488.0,664.0,385.0,423676,404462,19214,848264,8914,8379.0,535.0,80217,57981.0,406752.2379121082,568616.2415340532,61.17,2841.2796,11624.995,2161.037047676692,2017
CA-613,Imperial County CoC,1154.0,128.0,1026.0,105.0,72049,57886,14163,181250,3154,2996.0,158.0,35830,35780.0,107582.10986312182,201248.74047766108,61.17,2841.2796,11624.995,0.0,2017
CA-614,San Luis Obispo County CoC,1125.0,303.0,822.0,282.0,140250,135171,5079,282473,2738,2491.0,247.0,31826,54210.0,362564.76854038675,558221.6421711645,61.17,2841.2796,11624.995,2065.6101196106924,2017
CO-500,Colorado Balance of State CoC,4019.0,1511.0,2508.0,807.0,471570,458617,12953,883107,9781,9083.0,698.0,106581,50286.079323343605,207241.25294181248,327281.03148063854,46.26,1513.3861,8995.7382,875.8999403403363,2017
CO-503,Metropolitan Denver CoC,5506.0,4612.0,894.0,1083.0,530760,517741,13019,981427,4754,4265.0,489.0,60369,61574.56204587809,309395.3379514545,420331.99376750784,46.26,1513.3861,8995.7382,1525.46221620605,2017
CO-504,Colorado Springs/El Paso County CoC,1415.0,958.0,457.0,374.0,322818,313035,9783,700838,5057,4703.0,354.0,73008,46633.0,193503.6870097282,277978.8647263415,46.26,1513.3861,8995.7382,1235.7292818380572,2017
CT-505,Connecticut Balance of State CoC,2610.0,2276.0,334.0,368.0,1438650,1374473,64177,2631217,63948,58893.0,5055.0,256223,56568.721200493914,132833.8683426045,221714.07928643923,48.6,1058.0763,9417.5878,1173.5401559013771,2017
DE-500,Delaware Statewide CoC,994.0,936.0,58.0,127.0,475213,453949,21264,957942,12820,11741.0,1079.0,121592,50703.04207144065,129849.2011841059,234273.34248172384,54.48,2609.6127,11203.64,924.053126618092,2017
FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",1447.0,785.0,662.0,285.0,356618,342240,14378,805531,4851,4525.0,326.0,79122,55780.96772563688,150805.2514017886,254829.0864997396,71.8,1345.3102999999999,7384.3081999999995,1477.8124235315456,2017
FL-501,Tampa/Hillsborough County CoC,1549.0,982.0,567.0,235.0,718852,690198,28654,1428960,13085,14000.0,-915.0,214442,45030.0,125944.05615843258,210727.2832919675,71.8,1345.3103,7384.3082,1333.5320099667367,2017
FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",2831.0,1679.0,1152.0,690.0,480350,461683,18667,968886,12797,12029.0,768.0,115990,51405.0,100896.01980044668,192689.25819842354,71.8,1345.3103,7384.3082,1187.9155461168725,2017
FL-503,"Lakeland, Winterhaven/Polk County CoC",512.0,363.0,149.0,77.0,291121,276937,14184,685790,4323,3847.0,476.0,107844,35236.0,89028.35339961597,161568.5546888015,71.8,1345.3103,7384.308200000001,1145.7181049266471,2017
FL-504,"Daytona Beach, Daytona/Volusia, Flagler Counties CoC",753.0,305.0,448.0,88.0,293578,280150,13428,649071,5545,5218.0,327.0,93014,41831.862791589825,119230.36087670806,187224.25258591145,71.8,1345.3103,7384.3082,1154.2848012627953,2017
FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",401.0,130.0,271.0,112.0,123463,119045,4418,272385,2282,2030.0,252.0,32160,50458.62393303596,126097.16863441863,234548.02611321298,71.8,1345.3103,7384.3082,1169.0803833093405,2017
FL-506,Tallahassee/Leon County CoC,1072.0,950.0,122.0,117.0,150963,144964,5999,291125,4137,3640.0,497.0,50010,42436.0,82554.26209237766,165056.71670955227,71.8,1345.3103,7384.3081999999995,953.8873417036862,2017
FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",2074.0,1734.0,340.0,194.0,1140382,1095836,44546,2174078,10080,8922.0,1158.0,301741,42295.78220836603,132496.01643619605,222058.8234027421,71.8,1345.3103,7384.3082,1310.6029362111574,2017
FL-508,"Gainesville/Alachua, Putnam Counties CoC",819.0,373.0,446.0,291.0,134348,129134,5214,266501,4516,3928.0,588.0,53816,42593.0,89900.629885593,169887.91048823958,71.8,1345.3103,7384.3082,1089.8086548465674,2017
FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",1732.0,183.0,1549.0,57.0,134956,128670,6286,313976,813,777.0,36.0,33251,78264.96859632584,121853.60233419389,234520.52275178005,71.8,1345.3103,7384.3082,1302.9850942708426,2017
FL-510,"Jacksonville-Duval, Clay Counties CoC",1869.0,1437.0,432.0,319.0,616636,590510,26126,1234572,17879,17498.0,381.0,166442,45260.761631561385,90843.42808614632,170965.64444964827,71.8,1345.3103,7384.3082,1130.202586447738,2017
FL-511,"Pensacola/Escambia, Santa Rosa Counties CoC",758.0,501.0,257.0,135.0,219404,210295,9109,488295,5302,5102.0,200.0,65785,42786.56141062268,79101.28417522559,155266.47231539452,71.8,1345.3103,7384.3082,1044.82499296997,2017
FL-513,"Palm Bay, Melbourne/Brevard County CoC",845.0,592.0,253.0,167.0,266773,255041,11732,588165,5478,5039.0,439.0,72303,43905.0,117623.19142734252,198801.91869222943,71.8,1345.3103,7384.3082,1215.7145829038452,2017
FL-514,Ocala/Marion County CoC,725.0,290.0,435.0,147.0,132717,125915,6802,353953,2405,2164.0,241.0,55880,36442.0,78242.36791577621,139723.86627450315,71.8,1345.3103,7384.3082,997.6473495622971,2017
FL-515,"Panama City/Bay, Jackson Counties CoC",336.0,143.0,193.0,38.0,104716,100237,4479,233129,2867,2697.0,170.0,33927,39615.76856161181,86119.39085170573,162247.37810683768,71.8,1345.3103,7384.3082,859.3328287591506,2017
FL-517,"Hendry, Hardee, Highlands Counties CoC",609.0,91.0,518.0,283.0,36123,34046,2077,103828,218,202.0,16.0,20051,32968.0,63274.22894034103,118257.08626999764,71.8,1345.3103,7384.3082,798.738629170368,2017
FL-519,Pasco County CoC,2593.0,178.0,2415.0,847.0,226509,216222,10287,525533,2193,2061.0,132.0,67635,39687.0,89980.06222843082,179640.4939679857,71.8,1345.3103,7384.3082,1213.5932432555626,2017
FL-520,"Citrus, Hernando, Lake, Sumter Counties CoC",635.0,282.0,353.0,40.0,296245,281462,14783,803664,1658,1548.0,110.0,100119,40381.48449725258,115936.9544425464,185806.97926520003,71.8,1345.3103,7384.3082,951.8905982881348,2017
FL-600,Miami-Dade County CoC,3721.0,2710.0,1011.0,309.0,1348920,1284543,64377,2709126,49291,46333.0,2958.0,452649,48755.0,148524.61855883824,258581.53719000722,71.8,1345.3103,7384.3082,1883.8534212556376,2017
FL-601,Ft Lauderdale/Broward County CoC,2450.0,1493.0,957.0,581.0,1014014,973134,40880,1935945,16260,15447.0,813.0,252288,48425.0,115254.40499653206,231990.28045641733,71.8,1345.3103,7384.3082,1601.7902912983384,2017
FL-602,Punta Gorda/Charlotte County CoC,222.0,89.0,133.0,33.0,69485,66140,3345,181998,816,799.0,17.0,19300,40852.0,112184.20431555453,189997.32515488684,71.8,1345.3103,7384.3082,1371.0549675009859,2017
FL-603,"Ft Myers, Cape Coral/Lee County CoC",431.0,244.0,187.0,65.0,332639,318774,13865,741188,4669,4435.0,234.0,85844,50496.0,110848.35740756616,219870.28778330664,71.8,1345.3103,7384.3082,1278.2054396515077,2017
FL-604,Monroe County CoC,631.0,339.0,292.0,83.0,45311,43809,1502,76556,1371,1316.0,55.0,8963,87396.0,318645.20651214616,506878.1388746619,71.8,1345.3103,7384.3082,2439.1729136786075,2017
FL-605,West Palm Beach/Palm Beach County CoC,1607.0,526.0,1081.0,252.0,716528,686091,30437,1470583,10636,9253.0,1383.0,170868,77543.0,125595.93788205368,258849.47449527937,71.8,1345.3103,7384.3082,1586.5508410245066,2017
FL-606,Naples/Collier County CoC,621.0,434.0,187.0,90.0,171952,164712,7240,373286,944,896.0,48.0,43075,90790.0,190577.2567792494,342630.7527433689,71.8,1345.3103,7384.3082,1879.6628950424738,2017
GA-501,Georgia Balance of State CoC,3716.0,1843.0,1873.0,242.0,2257047,2155967,101080,4527186,37849,34372.0,3477.0,564271,41522.615067947285,113552.75123785817,183453.90547324633,62.300000000000004,1171.7472,6901.1138,886.7132622179103,2017
GA-503,Athens-Clarke County CoC,239.0,146.0,93.0,53.0,61504,58562,2942,126674,2591,2409.0,182.0,31067,32362.0,68906.14383070497,143260.03445458316,62.3,1171.7472,6901.1138,1041.6277879018812,2017
GA-504,Augusta-Richmond County CoC,246.0,199.0,47.0,30.0,86817,81598,5219,201965,7311,6872.0,439.0,45089,36198.0,34206.36823798373,88062.1171978023,62.3,1171.7472,6901.1138,847.3324649060874,2017
GA-505,Columbus-Muscogee/Russell County CoC,319.0,246.0,73.0,21.0,103446,97626,5820,250992,6484,6040.0,444.0,55554,39814.57714190094,33343.201750694774,95956.67439062722,62.38650044622936,1224.225040322401,7157.089426026328,591.447463679603,2017
GA-506,Marietta/Cobb County CoC,403.0,285.0,118.0,53.0,425019,407484,17535,753361,3461,3322.0,139.0,71120,55448.0,140185.77045184022,230911.0718042904,62.3,1171.7472,6901.1138,1244.4773286503766,2017
GA-507,Savannah/Chatham County CoC,926.0,563.0,363.0,234.0,140182,133838,6344,289771,6035,5672.0,363.0,45057,45559.0,76756.49010264433,161286.99779812337,62.300000000000004,1171.7472,6901.1138,1115.8089303210631,2017
HI-500,Hawaii Balance of State CoC,2261.0,785.0,1476.0,641.0,95104,92655,2449,200400,3292,3028.0,264.0,29604,39992.0,170417.68324698583,325170.6123307216,72.95,2103.1144,9626.192,0.0,2017
IA-500,"Sioux City/Dakota, Woodbury Counties CoC",288.0,286.0,2.0,17.0,54932,53219,1713,102098,2224,2001.0,223.0,13330,41290.0,46689.9417174334,102325.58316201063,48.14,1789.9255,9777.8276,0.0,2017
IA-501,Iowa Balance of State CoC,1792.0,1742.0,50.0,107.0,537320,521145,16175,987304,12477,11224.0,1253.0,111427,48034.39837780461,84615.92824103167,152984.80817296245,48.14,1789.9255,9777.827599999999,733.4699414410383,2017
IA-502,Des Moines/Polk County CoC,676.0,624.0,52.0,75.0,262617,254702,7915,480962,5833,5133.0,700.0,45028,51650.0,91418.51200867999,169221.6906665542,48.14,1789.9254999999998,9777.8276,974.7848560704082,2017
ID-500,Boise/Ada County CoC,833.0,722.0,111.0,327.0,236081,229402,6679,456994,3182,2959.0,223.0,47955,50588.0,208613.67084541512,282251.87115252553,46.32000000000001,1461.7792,6733.7768,1148.1686168212732,2017
ID-501,Idaho Balance of State CoC,1204.0,676.0,528.0,109.0,362306,350511,11795,766599,6174,5518.0,656.0,101498,37706.07173894044,143085.05385825117,208665.99489953465,46.32,1461.7792,6733.7768,563.2828355874002,2017
IL-501,"Rockford/Winnebago, Boone Counties CoC",381.0,346.0,35.0,31.0,165432,154701,10731,338139,6653,5631.0,1022.0,44442,42083.8195150515,52731.97981311657,105834.45916926661,51.37,1749.5822,9047.0249,599.2144430883662,2017
IL-502,"Waukegan, North Chicago/Lake County CoC",228.0,201.0,27.0,18.0,372970,356138,16832,702825,8693,8084.0,609.0,52630,75511.0,125726.15970582806,231638.92529197235,51.37,1749.5822000000003,9047.0249,1440.209204542242,2017
IL-503,"Champaign, Urbana, Rantoul/Champaign County CoC",160.0,143.0,17.0,11.0,107070,102504,4566,210630,2615,2353.0,262.0,37106,43460.0,70141.49422131073,135225.4132262063,51.37,1749.5822,9047.0249,776.6659804888076,2017
IL-504,Madison County CoC,176.0,155.0,21.0,28.0,134303,127896,6407,265516,3408,3067.0,341.0,37768,44477.0,44540.08667058776,104053.71615666425,51.37,1749.5822,9047.0249,720.0649814390366,2017
IL-506,"Joliet, Bolingbrook/Will County CoC",282.0,251.0,31.0,24.0,95557,91006,4551,176790,644,620.0,24.0,9536,48323.30971208779,133433.08268805878,201989.9878190984,51.36999999999999,1749.5822,9047.0249,966.1007051432211,2017
IL-507,"Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties CoC",329.0,293.0,36.0,73.0,86296,81231,5065,182657,5624,5005.0,619.0,27364,48040.0,31639.06784598195,91256.76966963102,51.37,1749.5822000000003,9047.0249,841.5258784664394,2017
IL-512,Bloomington/Central Illinois CoC,433.0,392.0,41.0,52.0,178349,169440,8909,361021,6228,5099.0,1129.0,55576,42782.269693452734,57853.037048714,117931.89516359103,51.37,1749.5822,9047.0249,609.490261037521,2017
IL-513,Springfield/Sangamon County CoC,230.0,219.0,11.0,29.0,101845,97335,4510,197163,3995,3795.0,200.0,29676,46172.0,49379.54665159187,114715.959839782,51.36999999999999,1749.5822,9047.0249,764.2803159173299,2017
IL-518,"Rock Island, Moline/Northwestern Illinois CoC",243.0,234.0,9.0,0.0,71323,67677,3646,143824,4618,4202.0,416.0,18069,43023.0,49997.37092401806,95659.57238312834,51.37,1749.5822,9047.0249,0.0,2017
IL-519,West Central Illinois CoC,80.0,80.0,0.0,1.0,32432,31172,1260,66073,1239,1077.0,162.0,8608,44320.0,54666.5895762246,110807.36539681297,51.37,1749.5822,9047.0249,0.0,2017
IL-520,Southern Illinois CoC,435.0,298.0,137.0,85.0,59955,57055,2900,125049,3402,2904.0,498.0,25945,39248.19781845516,25363.76086889261,79008.44463335158,51.36999999999999,1749.5822000000003,9047.024899999999,0.0,2017
IN-502,Indiana Balance of State CoC,3655.0,3212.0,443.0,330.0,1729825,1669745,60080,3430938,46093,41805.0,4288.0,420075,46822.55367890647,83925.72262217691,150602.04338542777,51.81,2086.9169,8049.012,656.673637329388,2017
IN-503,Indianapolis CoC,1783.0,1657.0,126.0,207.0,483473,466168,17305,951247,16331,15024.0,1307.0,163573,49947.0,51262.32282033782,117837.2729436347,51.81,2086.9169,8049.012,883.2061878527225,2017
KS-502,Wichita/Sedgwick County CoC,575.0,464.0,111.0,39.0,246480,236093,10387,513392,5036,4683.0,353.0,72015,50517.0,58859.948585008155,123917.76873918141,54.68,1483.1635,9274.4079,787.904740423528,2017
KS-503,Topeka/Shawnee County CoC,356.0,322.0,34.0,119.0,91686,88343,3343,178096,3201,2944.0,257.0,20386,44425.0,53313.74755954336,114059.74807686712,54.68,1483.1635,9274.4079,718.2024984985743,2017
KS-505,"Overland Park, Shawnee/Johnson County CoC",130.0,113.0,17.0,3.0,335466,325342,10124,592055,3470,3296.0,174.0,30974,71643.0,181018.45668157306,269632.32855852257,54.68,1483.1635,9274.4079,1132.2925414137835,2017
KS-507,Kansas Balance of State CoC,1037.0,895.0,142.0,135.0,298924,288250,10674,606978,7191,6187.0,1004.0,74959,42278.60313882875,79606.9515355677,138287.98785682447,54.68,1483.1635,9274.407899999998,507.86847593834,2017
KY-500,Kentucky Balance of State CoC,1940.0,1415.0,525.0,164.0,627866,602465,25401,1268293,18840,17214.0,1626.0,154336,43808.92218280792,81492.59825961053,154692.73053344767,55.62,2536.9716,8650.6739,493.8297330581852,2017
KY-501,Louisville-Jefferson County CoC,1034.0,883.0,151.0,123.0,396592,379470,17122,770383,21032,18718.0,2314.0,105999,49781.0,72742.30684939054,150832.1692619918,55.620000000000005,2536.9716,8650.6739,927.3449363159275,2017
KY-502,Lexington-Fayette County CoC,1051.0,1000.0,51.0,118.0,175398,169153,6245,321554,6208,6145.0,63.0,50981,48037.0,101895.81138896909,170831.91555923727,55.620000000000005,2536.9716,8650.6739,985.4292193481211,2017
MA-503,Cape Cod Islands CoC,324.0,285.0,39.0,47.0,114182,108730,5452,213856,3555,3199.0,356.0,15846,68573.0,273866.232498893,404154.94355516665,48.14,3208.2923,11164.109,0.0,2017
MA-504,Springfield/Hampden County CoC,2311.0,2258.0,53.0,132.0,227580,215785,11795,467552,20458,19230.0,1228.0,77905,49175.0,134402.63895423323,198777.8742475717,48.14,3208.2923,11164.109,1073.2826025839938,2017
MA-506,Worcester City & County CoC,1507.0,1371.0,136.0,89.0,442358,424610,17748,825646,17305,16785.0,520.0,82794,54092.0,177217.3096519336,270368.9466221934,48.14,3208.2923,11164.108999999999,1241.6595962710771,2017
MA-507,"Pittsfield/Berkshire, Franklin, Hampshire Counties CoC",557.0,502.0,55.0,79.0,196093,188572,7521,358262,7887,7431.0,456.0,34168,52030.296006832985,150095.35550487842,229758.06199322894,48.14,3208.2923000000005,11164.109000000002,0.0,2017
MA-511,"Quincy, Brockton, Weymouth, Plymouth City and County CoC",1109.0,1059.0,50.0,143.0,277475,266292,11183,515984,9109,8744.0,365.0,36645,63531.0,250265.0068223694,368555.4973097073,48.14,3208.2923,11164.109,1746.0351850804054,2017
MD-502,Harford County CoC,189.0,152.0,37.0,20.0,140156,134920,5236,251948,3113,2677.0,436.0,17620,56216.0,165906.44276606623,266297.60092332703,54.61,2159.6883,9861.8711,1273.0546426930855,2017
MD-503,Annapolis/Anne Arundel County CoC,376.0,263.0,113.0,91.0,313685,302969,10716,571359,6043,5257.0,786.0,34314,64584.0,220350.1604373269,334658.4133818716,54.61,2159.6883,9861.8711,1594.8733862492206,2017
MD-504,Howard County CoC,168.0,115.0,53.0,23.0,186139,180542,5597,319409,3564,3065.0,499.0,18895,75232.0,281614.51148637576,431931.76827570394,54.60999999999999,2159.6883,9861.8711,1696.3095363583966,2017
MD-505,Baltimore County CoC,609.0,389.0,220.0,144.0,456532,437550,18982,828956,11456,10195.0,1261.0,67176,57861.0,137634.19005825356,228551.68814464417,54.60999999999999,2159.6883,9861.8711,1325.136494483231,2017
MD-506,Carroll County CoC,147.0,125.0,22.0,20.0,95492,92385,3107,167687,1350,1336.0,14.0,8298,60081.0,207267.57038759327,308866.75040086324,54.61,2159.6883,9861.8711,1222.3345680451557,2017
MD-509,Frederick City & County CoC,309.0,206.0,103.0,74.0,132632,127973,4659,251037,2370,2227.0,143.0,16626,59479.0,204034.05667958796,312016.378528421,54.61,2159.6883,9861.8711,1397.8647711779802,2017
MD-511,Mid-Shore Regional CoC,153.0,136.0,17.0,24.0,19968,19208,760,37057,338,290.0,48.0,3347,68604.0,167166.97213499414,297705.22314431105,54.61,2159.6883,9861.8711,0.0,2017
MD-513,"Wicomico, Somerset, Worcester Counties CoC",260.0,218.0,42.0,41.0,77199,72252,4947,154192,2215,1801.0,414.0,19746,45403.40445678116,90763.09926176892,172959.5746549717,54.60999999999999,2159.6883,9861.8711,685.4953267905887,2017
MD-601,Montgomery County CoC,894.0,763.0,131.0,163.0,561370,543489,17881,1047239,12466,11468.0,998.0,73280,85351.0,263431.57746423146,439004.918601176,54.61,2159.6883,9861.8711,1820.6969387602292,2017
ME-500,Maine Balance of State CoC,2280.0,2100.0,180.0,201.0,476974,462360,14614,878348,19611,18391.0,1220.0,86985,49241.99050034838,142704.65214363104,216526.37209590382,43.09,2379.2918,8658.9808,1065.903428506732,2017
MI-500,Michigan Balance of State CoC,1549.0,1307.0,242.0,59.0,221782,210636,11146,462918,6949,6494.0,455.0,65490,44225.924829019394,48436.6254727282,115477.60386689405,46.64,1700.2859,8463.0177,317.1781267426539,2017
MI-503,"St. Clair Shores, Warren/Macomb County CoC",354.0,290.0,64.0,31.0,447838,428149,19689,870867,9090,8453.0,637.0,96264,44687.0,80285.22230644,152275.03735257612,46.64,1700.2859,8463.0177,945.4481594240741,2017
MI-504,"Pontiac, Royal Oak/Oakland County CoC",412.0,365.0,47.0,45.0,673030,649306,23724,1256478,12725,11452.0,1273.0,95968,69066.0,122978.16474327061,223521.62671678967,46.64,1700.2859,8463.0177,1178.665222062091,2017
